Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
tongue tied,a,unconscious_bias,speech,speech,"['with a speech impairment(...)', 'having a speech disability(...)', 'having a communication disability(...)', 'inarticulate(...)', 'speechless(...)', 'wordless(...)', 'amazed(...)', 'astounded(...)', 'shocked(...)', 'shy(...)']",[],"['with a speech impairment(...)', 'having a speech disability(...)', 'having a communication disability(...)', 'inarticulate(...)', 'speechless(...)', 'wordless(...)', 'amazed(...)', 'astounded(...)', 'shocked(...)', 'shy(...)']"
too old to,i,unconscious_bias,age_old,age_old,"['planning to', 'considering to']",[],"['planning to', 'considering to']"
too young to,i,unconscious_bias,age_young,age_young,"['planning to', 'considering to']",[],"['planning to', 'considering to']"
touch base,v+s,unconscious_bias,sports_terms,sports_terms,"['establish contact', 'get in touch', 'stay in contact', 'maintain communication', 'keep me updated']",[],"['establish contact', 'get in touch', 'stay in contact', 'maintain communication', 'keep me updated']"
track record,s,unconscious_bias,agentic,competitive,"['history of achievements', 'reference cases', 'documented results', 'past accomplishments']","['reference cases', 'documented results', 'past accomplishments']","['history of achievements', 'reference cases', 'documented results', 'past accomplishments']"
trans man,s,unconscious_bias,gender_identity,gender_identity,"['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']","['men', 'trans people', 'men who were assigned female at birth', 'trans community']","['man', 'trans person', 'man who was assigned female at birth', 'trans community', 'men', 'trans people', 'men who were assigned female at birth']"
trans woman,s,unconscious_bias,gender_identity,gender_identity,"['woman', 'trans person', 'woman who was assigned male at birth', 'womxn --- UK', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']","['women', 'trans people', 'women who were assigned male at birth', 'trans community']","['woman', 'trans person', 'woman who was assigned male at birth', 'womxn --- UK', 'trans community', 'women', 'trans people', 'women who were assigned male at birth']"
tribal knowledge,a+s,unconscious_bias,racist_source,racist_source,['institutional knowledge'],[],['institutional knowledge']
trouble remembering,i,unconscious_bias,learning,learning,"['finding it a challenge to remember', 'finds it a challenge to memorize']",[],"['finding it a challenge to remember', 'finds it a challenge to memorize']"
turn a blind eye,i,unconscious_bias,vision,cultural,"['feign ignorance', 'ignore', 'be willfully ignorant of (...)', ""turn one's back on (...)"", 'be overcome by prejudice(...)']",[],"['feign ignorance', 'ignore', 'be willfully ignorant of (...)', ""turn one's back on (...)"", 'be overcome by prejudice(...)']"
turn a blind eye to,i,unconscious_bias,vision,cultural,"['feign ignorance', 'ignore', 'be willfully ignorant of(...)', ""turn one's back on(...)"", 'be overcome by prejudice(...)']",[],"['feign ignorance', 'ignore', 'be willfully ignorant of(...)', ""turn one's back on(...)"", 'be overcome by prejudice(...)']"
turn a deaf ear,i,unconscious_bias,hearing,hearing,"['ignore', 'tune out', 'pay no mind', 'brush off', 'be unwilling to listen']",[],"['ignore', 'tune out', 'pay no mind', 'brush off', 'be unwilling to listen']"
turn a deaf ear to,i,unconscious_bias,hearing,hearing,"['ignore', 'turn their back on', 'feign ignorance']",[],"['ignore', 'turn their back on', 'feign ignorance']"
under fire,i,unconscious_bias,military_source,military_source,"['under a lot of criticism', 'meeting with heavy opposition']",[],"['under a lot of criticism', 'meeting with heavy opposition']"
under pressure,a,unconscious_bias,agentic,competitive,"['when the going gets tough(...)', 'facing expectations(...)', 'with deadlines looming(...)', 'in difficult situations(...)']",[],"['when the going gets tough(...)', 'facing expectations(...)', 'with deadlines looming(...)', 'in difficult situations(...)']"
unique personality,a+s,unconscious_bias,behavior,behavior,"['autonomous personality', 'autonomous thinker', 'individuality', 'expressing their individuality']","['autonomous personalities', 'autonomous thinkers']","['individuality', 'expressing their individuality', 'autonomous personality', 'autonomous thinker', 'autonomous personalities', 'autonomous thinkers']"
unstable mood,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['fluctuating mood', 'fluctuating temperament', 'fluctuating disposition', 'fluctuating moods', 'fluctuating temperaments', 'fluctuating dispositions']","['fluctuating moods', 'fluctuating temperaments', 'fluctuating dispositions']","['fluctuating mood', 'fluctuating temperament', 'fluctuating disposition', 'fluctuating moods', 'fluctuating temperaments', 'fluctuating dispositions']"
up to par,a,unconscious_bias,sports_terms,sports_terms,"['acceptable', 'good enough', 'adequate', 'satisfactory', 'up to the usual standard']",[],"['acceptable', 'good enough', 'adequate', 'satisfactory', 'up to the usual standard']"
up to you,a,unconscious_bias,agentic,competitive,"['your choice', 'personal', 'depends on you(...)', 'for you to help identify good options(...)', 'for you to chart a course with your team(...)', ""at your and your team's discretion(...)""]",[],"['your choice', 'personal', 'depends on you(...)', 'for you to help identify good options(...)', 'for you to chart a course with your team(...)', ""at your and your team's discretion(...)""]"
uphill battle,s,unconscious_bias,military_source,military_source,"['difficult struggle', 'a situation that requires a great deal of effort and patience', 'difficult struggles', 'situations that require a great deal of effort and patience']","['difficult struggles', 'situations that require a great deal of effort and patience']","['difficult struggle', 'a situation that requires a great deal of effort and patience', 'difficult struggles', 'situations that require a great deal of effort and patience']"
uterus havers,s,unconscious_bias,gender_identity,gender_identity,['person with a uterus(...)'],['individuals with a uterus(...)'],['person with a uterus(...)']
veg out,v,unconscious_bias,cognitive_ability,cognitive_ability,"['relax', 'laze around', 'do a whole lot of nothing(...)', 'stare mindlessly (at the TV)(...)']",[],"['relax', 'laze around', 'do a whole lot of nothing(...)', 'stare mindlessly (at the TV)(...)']"
visually challenged,=a,unconscious_bias,vision,vision,"['Blind', 'blind', 'visually impaired', 'vision-impaired']",[],"['blind', 'visually impaired', 'vision-impaired', 'Blind']"
visually challenged person,i,unconscious_bias,vision,vision,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']",[],"['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
voice disorder,s,unconscious_bias,speech,speech,"['vocal cord condition', 'neurological voice condition', 'neurogenic voice disability', 'neurogenic communication disability', 'neurogenic speech disability', 'vocal cord conditions', 'neurological voice conditions', 'neurogenic voice disabilities', 'neurogenic communication disabilities', 'neurogenic speech disabilities ']","['vocal cord conditions', 'neurological voice conditions', 'neurogenic voice disabilities', 'neurogenic communication disabilities', 'neurogenic speech disabilities ']","['vocal cord condition', 'neurological voice condition', 'neurogenic voice disability', 'neurogenic communication disability', 'neurogenic speech disability', 'vocal cord conditions', 'neurological voice conditions', 'neurogenic voice disabilities', 'neurogenic communication disabilities', 'neurogenic speech disabilities ']"
vulnerable groups,a+s,unconscious_bias,racist_source,racist_source,"['marginalized groups', 'underrepresented communities']",[],"['marginalized groups', 'underrepresented communities']"
went the extra mile,i,unconscious_bias,agentic,competitive,"['enjoyed contributing', 'thought ahead', 'enjoyed making customers happy', 'found creative solutions to satisfy customer requests', 'enjoyed delighting and retaining customers through unexpected generosity and unusual solutions']",[],"['enjoyed contributing', 'thought ahead', 'enjoyed making customers happy', 'found creative solutions to satisfy customer requests', 'enjoyed delighting and retaining customers through unexpected generosity and unusual solutions']"
wheelchair bound,a,unconscious_bias,mobility,mobility,"['uses a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'needs a wheelchair', 'is a full-time wheelchair-user']",[],"['uses a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'needs a wheelchair', 'is a full-time wheelchair-user']"
white hat,s,unconscious_bias,racist_source,racist_source,"['ethical hacker', 'ethical entity', 'player with ethics', 'ethical hackers', 'ethically acting entities', 'players with ethics', 'person who hacks systems to check for faults or weaknesses(...)']","['ethical hackers', 'ethically acting entities', 'players with ethics', 'people who hack systems to check for faults or weaknesses(...)']","['ethical hacker', 'ethical entity', 'player with ethics', 'person who hacks systems to check for faults or weaknesses(...)', 'ethical hackers', 'ethically acting entities', 'players with ethics']"
white list,v,unconscious_bias,racist_source,racist_source,"['allow', 'pass', 'permit', 'accept']",[],"['allow', 'pass', 'permit', 'accept']"
white wash,v,unconscious_bias,color,color,"['cover up', 'gloss over', 'conceal', 'minimize', 'downplay']",[],"['cover up', 'gloss over', 'conceal', 'minimize', 'downplay']"
willing to play ball,i,unconscious_bias,sports_terms,sports_terms,"['willing to cooperate', 'happy to discuss arrangements', 'open to negotiations']",[],"['willing to cooperate', 'happy to discuss arrangements', 'open to negotiations']"
with blindness,-i,unconscious_bias,vision,vision,"['Blind', 'who is Blind', 'who is blind visually impaired', 'who is vision-impaired']",[],"['who is blind visually impaired', 'who is vision-impaired', 'Blind', 'who is Blind']"
with deafness,i,unconscious_bias,hearing,hearing,"['Deaf', 'who is hard-of-hearing']",[],"['who is hard-of-hearing', 'Deaf']"
with hearing loss,i,unconscious_bias,hearing,hearing,"['who is Deaf', 'who is hard of hearing']",[],"['who is hard of hearing', 'who is Deaf']"
"work hard, play hard",i,unconscious_bias,agentic,agentic,"['Fun at work makes us happier, more productive, and more creative(...)']",[],"['Fun at work makes us happier, more productive, and more creative(...)']"
work life balance,s,unconscious_bias,agentic,agentic,['work-life harmony'],[],['work-life harmony']
work-life balance,s,unconscious_bias,agentic,agentic,['work-life harmony'],[],['work-life harmony']
worklife balance,s,unconscious_bias,agentic,agentic,['work-life harmony'],[],['work-life harmony']
young at heart,i,unconscious_bias,age_old,age_old,"['energetic', 'lively', 'open-minded', 'playful', 'hopeful', 'optimistic', 'enthusiastic', 'interested']",[],"['energetic', 'lively', 'open-minded', 'playful', 'hopeful', 'optimistic', 'enthusiastic', 'interested']"
young team,a+s,unconscious_bias,age_young,age_young,"['energetic group', 'enthusiastic team', 'lively group that loves to explore new ideas', 'energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']","['energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']","['energetic group', 'enthusiastic team', 'lively group that loves to explore new ideas', 'energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']"
yuppie flu,s,unconscious_bias,medical_state,medical_state,['chronic fatigue syndrome'],[],['chronic fatigue syndrome']
